OG0000131 	 2 	 1 	 circadian_clock
OG0000148 	 1 	 1 	 circadian_clock
OG0000236 	 1 	 1 	 circadian_clock
OG0000355 	 1 	 1 	 circadian_clock
OG0000870 	 1 	 2 	 circadian_clock
OG0000903 	 3 	 4 	 circadian_clock
OG0001139 	 1 	 2 	 circadian_clock
OG0001383 	 1 	 4 	 circadian_clock
OG0001993 	 1 	 1 	 circadian_clock
OG0002105 	 1 	 1 	 circadian_clock
OG0002425 	 1 	 2 	 circadian_clock
OG0002727 	 1 	 1 	 circadian_clock
OG0002858 	 1 	 1 	 circadian_clock
OG0003555 	 1 	 1 	 circadian_clock
OG0003789 	 1 	 1 	 circadian_clock
OG0003823 	 1 	 1 	 circadian_clock
OG0004283 	 1 	 1 	 circadian_clock
OG0004710 	 1 	 1 	 circadian_clock
OG0004850 	 1 	 1 	 circadian_clock
OG0004897 	 1 	 1 	 circadian_clock
OG0005089 	 1 	 1 	 circadian_clock
OG0005402 	 1 	 1 	 circadian_clock
OG0006557 	 1 	 1 	 circadian_clock
OG0007044 	 1 	 1 	 circadian_clock
OG0008305 	 1 	 1 	 circadian_clock
OG0008308 	 1 	 1 	 circadian_clock
OG0009241 	 1 	 1 	 circadian_clock
OG0009890 	 1 	 1 	 circadian_clock
