LR999939.1 1 100000        0
LR999939.1 100001 200000        0
LR999939.1 200001 300000        0
LR999939.1 300001 400000        0
LR999939.1 400001 500000        0
LR999939.1 500001 600000        0
LR999939.1 600001 700000        0
LR999939.1 700001 800000        0
LR999939.1 800001 900000        0
LR999939.1 900001 1e+06        0
LR999939.1 1e+06 1.1e+06        0
LR999939.1 1.1e+06 1.2e+06        0
LR999939.1 1.2e+06 1.3e+06        0
LR999939.1 1.3e+06 1.4e+06        0
LR999939.1 1.4e+06 1.5e+06        0
LR999939.1 1.5e+06 1.6e+06        0
LR999939.1 1.6e+06 1.7e+06        0
LR999939.1 1.7e+06 1.8e+06        0
LR999939.1 1.8e+06 1.9e+06        0
LR999939.1 1.9e+06 2e+06        0
LR999939.1 2e+06 2.1e+06        0
LR999939.1 2.1e+06 2.2e+06        0
LR999939.1 2.2e+06 2.3e+06        2
LR999939.1 2.3e+06 2.4e+06        0
LR999939.1 2.4e+06 2.5e+06        1
LR999939.1 2.5e+06 2.6e+06        0
LR999939.1 2.6e+06 2.7e+06        0
LR999939.1 2.7e+06 2.8e+06        1
LR999939.1 2.8e+06 2.9e+06        0
LR999939.1 2.9e+06 3e+06        0
LR999939.1 3e+06 3.1e+06        0
LR999939.1 3.1e+06 3.2e+06        1
LR999939.1 3.2e+06 3.3e+06        0
LR999939.1 3.3e+06 3.4e+06        0
LR999939.1 3.4e+06 3.5e+06        1
LR999939.1 3.5e+06 3.6e+06        0
LR999939.1 3.6e+06 3.7e+06        0
LR999939.1 3.7e+06 3.8e+06        0
LR999939.1 3.8e+06 3.9e+06        0
LR999939.1 3.9e+06 4e+06        0
LR999939.1 4e+06 4.1e+06        0
LR999939.1 4.1e+06 4.2e+06        0
LR999939.1 4.2e+06 4.3e+06        1
LR999939.1 4.3e+06 4.4e+06        0
LR999939.1 4.4e+06 4.5e+06        0
LR999939.1 4.5e+06 4.6e+06        0
LR999939.1 4.6e+06 4.7e+06        0
LR999939.1 4.7e+06 4.8e+06        0
LR999939.1 4.8e+06 4.9e+06        0
LR999939.1 4.9e+06 5e+06        0
LR999939.1 5e+06 5.1e+06        0
LR999939.1 5.1e+06 5.2e+06        0
LR999939.1 5.2e+06 5.3e+06        0
LR999939.1 5.3e+06 5.4e+06        0
LR999939.1 5.4e+06 5.5e+06        0
LR999939.1 5.5e+06 5.6e+06        0
LR999939.1 5.6e+06 5.7e+06        0
LR999939.1 5.7e+06 5.8e+06        0
LR999939.1 5.8e+06 5.9e+06        0
LR999939.1 5.9e+06 6e+06        0
LR999939.1 6e+06 6.1e+06        0
LR999939.1 6.1e+06 6.2e+06        0
LR999939.1 6.2e+06 6.3e+06        1
LR999939.1 6.3e+06 6.4e+06        0
LR999939.1 6.4e+06 6.5e+06        0
LR999939.1 6.5e+06 6.6e+06        0
LR999939.1 6.6e+06 6.7e+06        0
LR999939.1 6.7e+06 6.8e+06        0
LR999939.1 6.8e+06 6.9e+06        0
LR999939.1 6.9e+06 7e+06        0
LR999939.1 7e+06 7.1e+06        0
LR999939.1 7.1e+06 7.2e+06        0
LR999939.1 7.2e+06 7.3e+06        0
LR999939.1 7.3e+06 7.4e+06        0
LR999939.1 7.4e+06 7.5e+06        0
LR999939.1 7.5e+06 7.6e+06        0
LR999939.1 7.6e+06 7.7e+06        0
LR999939.1 7.7e+06 7.8e+06        0
LR999939.1 7.8e+06 7.9e+06        0
LR999939.1 7.9e+06 8e+06        0
LR999939.1 8e+06 8.1e+06        0
LR999939.1 8.1e+06 8.2e+06        0
LR999939.1 8.2e+06 8.3e+06        0
LR999939.1 8.3e+06 8.4e+06        0
LR999939.1 8.4e+06 8.5e+06        0
LR999939.1 8.5e+06 8.6e+06        0
LR999939.1 8.6e+06 8.7e+06        0
LR999939.1 8.7e+06 8.8e+06        0
LR999939.1 8.8e+06 8.9e+06        0
LR999939.1 8.9e+06 9e+06        0
LR999939.1 9e+06 9.1e+06        0
LR999939.1 9.1e+06 9.2e+06        0
LR999939.1 9.2e+06 9.3e+06        0
LR999939.1 9.3e+06 9.4e+06        0
LR999939.1 9.4e+06 9.5e+06        0
LR999939.1 9.5e+06 9.6e+06        0
LR999939.1 9.6e+06 9.7e+06        0
LR999939.1 9.7e+06 9.8e+06        0
LR999939.1 9.8e+06 9.9e+06        0
LR999939.1 9.9e+06 1e+07        0
LR999939.1 1e+07 1.01e+07        0
LR999939.1 1.01e+07 1.02e+07        0
LR999939.1 1.02e+07 1.03e+07        0
LR999939.1 1.03e+07 1.04e+07        0
LR999939.1 1.04e+07 1.05e+07        0
LR999939.1 1.05e+07 1.06e+07        0
LR999939.1 1.06e+07 1.07e+07        0
LR999939.1 1.07e+07 1.08e+07        0
LR999939.1 1.08e+07 1.09e+07        0
