orthogroup gr01 gr02	sp01 sp02	spM01 spM02
OG0010634 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010635 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010637 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010638 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010639 -10.6400479688566 -10.6404379455194	-8.07040298210624 -8.11833940935724	-8.01076420819777 -8.00983528889908
OG0010640 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010642 -9.44965419287477 -9.45234752315405	-9.41924805641002 -9.41923968900541	-9.37550844305031 -9.37550890997553
OG0010643 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010644 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010645 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010646 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010647 -10.1454980381453 -10.1454949699389	-9.35001839348563 -9.35001820193261	-8.15584730686479 -8.43897441157436
OG0010648 -9.44965419287698 -9.45234752315405	-9.41924810064771 -9.41923968900541	-9.37550850443161 -9.37550890997553
OG0010649 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010650 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010651 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010652 -8.7591993730436 -8.75920076112777	-8.72609249937078 -8.72769253170963	-8.68241317834532 -8.68269268999372
OG0010653 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010654 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010655 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010656 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010657 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010658 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010659 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010660 -9.44965419287295 -9.45234752315405	-9.4192480416112 -9.41923968900541	-9.3755084353833 -9.37550890997553
OG0010663 -8.7591993730436 -8.75920076112777	-8.72609249937078 -8.72769253170963	-8.68241317834532 -8.68269268999372
OG0010664 -10.1454980588482 -10.1454949699389	-9.35001839698688 -9.35001820193261	-9.40856677130881 -9.40836751513151
OG0010666 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010667 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010668 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010669 -8.7591993730436 -8.75920076112777	-8.72609249937078 -8.72769253170963	-8.68241317834532 -8.68269268999372
OG0010670 -8.7591993730436 -8.75920076112777	-8.72609249937078 -8.72769253170963	-8.68241317834532 -8.68269268999372
OG0010671 -9.44965419287295 -9.45234752315405	-9.4192480416112 -9.41923968900541	-9.3755084353833 -9.37550890997553
OG0010672 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010673 -9.44965419123176 -9.45234752315405	-8.6568791795845 -8.65687103955682	-8.71629144395576 -8.71572621018554
OG0010674 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010675 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010676 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010677 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010678 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010679 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010680 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010681 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010682 -9.44965419287477 -9.45234752315405	-9.41924805641002 -9.41923968900541	-9.37550844305031 -9.37550890997553
OG0010683 -8.7591993730436 -8.75920076112777	-8.72609249937078 -8.72769253170963	-8.68241317834532 -8.68269268999372
OG0010684 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010687 -8.75919938611845 -8.75920076112777	-8.72609249643465 -8.72769253170953	-8.68241317809864 -8.68269268999374
OG0010688 -9.4496541928752 -9.45234752315405	-9.41924806897694 -9.41923968900541	-9.37550847435214 -9.37550890997553
OG0010689 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010692 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010693 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010694 -9.4496541928761 -9.45234752315405	-9.41924807551387 -9.41923968900541	-9.37550848329026 -9.37550890997553
OG0010695 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010696 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010697 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010699 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010700 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010701 -9.4496541928752 -9.45234752315405	-9.41924806897694 -9.41923968900541	-9.37550847435214 -9.37550890997553
OG0010702 -8.7591993730436 -8.75920076112777	-8.72609249937078 -8.72769253170963	-8.68241317834532 -8.68269268999372
OG0010703 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010704 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010706 -8.75919937302323 -8.75920076112777	-8.7260924969771 -8.72769253170963	-8.68241317815671 -8.68269268999372
OG0010707 -9.44965419287831 -9.45234752315405	-9.41924811975156 -9.41923968900541	-9.37550852394041 -9.37550890997553
OG0010709 -8.75919937302042 -8.75920076112777	-8.72609249643349 -8.72769253170963	-8.68241317812503 -8.68269268999372
OG0010711 -8.75919937302042 -8.75920076112777	-8.72609249643285 -8.72769253170963	-8.61804489129092 -8.6180384721951
OG0010712 -8.75919937302042 -8.75920076112777	-8.72609249643285 -8.72769253170963	-8.61804489129092 -8.6180384721951
OG0010713 -10.1454946014936 -10.1454949699389	-9.35001839436376 -9.35001820193261	-10.0688810956403 -10.0700621588588
OG0010716 -8.75919937302042 -8.75920076112777	-8.72609249643285 -8.72769253170963	-8.61804489129092 -8.6180384721951
OG0010724 -8.75919937302042 -8.75920076112777	-8.72609249643285 -8.72769253170963	-8.61804489129092 -8.6180384721951
OG0010725 -9.4496541928752 -9.45234752315405	-9.41924806896718 -9.41924003362667	-9.31118749290044 -8.84588576062083
OG0010726 -8.75919937302042 -8.75920076112777	-8.72609249643285 -8.72769253170963	-8.61804489129092 -8.6180384721951
OG0010727 -9.44965419123175 -9.45234752315405	-9.41924808806557 -9.41923968900541	-9.31118743165212 -8.84588575937183
OG0010733 -10.8093845070916 -10.809389027406	-9.94142056910919 -9.94142031162254	-10.7375133371169 -10.7375508406422
OG0010734 -9.44965419123175 -9.45234752315405	-9.41924808806557 -9.41923968900541	-9.31118743165212 -8.84588575937183
OG0010735 -9.4496541928752 -9.45234752315405	-9.41924806896718 -9.41924003362667	-9.31118749290044 -8.84588576062083
OG0010736 -9.44965419123175 -9.45234752315405	-9.41924808806557 -9.41923968900541	-9.31118743165212 -8.84588575937183
OG0010737 -9.71313279447873 -10.9385408100298	-9.96486599048874 -9.96486124045104	-10.6980313823793 -10.8384056124169
OG0010742 -10.5387187068606 -10.5387194937891	-10.4135346719658 -10.4367245191461	-9.92665762871013 -10.0307901735913
OG0010750 -8.6504295746104 -8.74204882943126	-4.90813603361629 -4.90815382055904	-7.30011821902058 -7.30649259621352
OG0010752 -8.43279043203204 -8.43278998908559	-8.35002008965146 -8.35001829500239	-8.2384633178364 -8.93296716600486
OG0010756 -8.43279043203364 -8.43278998908559	-8.35002008965217 -8.35001829500239	-8.23846332101587 -8.93296716600493
OG0010757 -8.43279043203357 -8.43278998908559	-8.35002008965213 -8.35001829500239	-8.37550403099564 -8.37548313271139
OG0010759 -9.1259378498033 -9.12593785282547	-8.07944221890995 -8.13667158949643	-8.01895057592892 -8.01864560396791
OG0010761 -8.43279043334841 -8.43278998908559	-8.35002008945806 -8.35001824153659	-8.23846332105151 -8.93296714623081
OG0010762 -9.12593784984241 -9.12593785282547	-9.04316538935003 -9.04316652933244	-8.01798803588052 -8.01865693247102
OG0010764 -8.43279043203364 -8.43278998908559	-8.35002008965217 -8.35001829500239	-8.23846332101587 -8.93296716600493
OG0010768 -8.43279043334675 -8.43278998908559	-8.35002008945732 -8.35001824153659	-8.23846331746994 -8.93296714623075
OG0010770 -8.43279043334675 -8.43278998908559	-8.35002008945732 -8.35001824153659	-8.23846331746994 -8.93296714623075
OG0010776 -8.43279043203271 -8.43278998908559	-8.35002008965169 -8.35001829500239	-8.23846331809566 -8.93296716600499
OG0010778 -9.1259378498815 -9.12593785282547	-8.07944224410081 -8.13667158949643	-8.01895087388389 -8.01864560396791
OG0010780 -9.12593784984241 -9.12593785282547	-9.04316538935003 -9.04316652933244	-8.93161032867917 -8.93241809389618
OG0010781 -8.43279043203284 -8.43278998908559	-8.35002008965174 -8.35001829500239	-8.37550403096952 -8.37548313271139
OG0010784 -9.12593784984241 -9.12593785282547	-9.04316538935003 -9.04316652933244	-8.93161032867917 -8.93241809389618
OG0010786 -8.43279043203204 -8.43278998908559	-8.35002008965146 -8.35001829500239	-8.2384633178364 -8.93296716600486
OG0010790 -8.43279043203271 -8.43278998908559	-8.35002008965169 -8.35001829500239	-8.23846331809566 -8.93296716600499
OG0010791 -8.43279043203271 -8.43278998908559	-8.35002008965169 -8.35001829500239	-8.23846331809566 -8.93296716600499
OG0010799 -8.43279043203271 -8.43278998908559	-8.35002008965169 -8.35001829500239	-8.23846331809566 -8.93296716600499
OG0010803 -9.12593784988151 -9.12593785282547	-8.07944224984697 -8.13667158949643	-8.01895087902253 -8.01864560396791
OG0010809 -8.43279043334675 -8.43278998908559	-8.35002008945732 -8.35001824153659	-8.23846331746994 -8.93296714623075
OG0010814 -8.43279043334748 -8.43278998908559	-8.35002008945759 -8.35001824153659	-8.23846331813129 -8.93296714623087
OG0010815 -8.43279043203364 -8.43278998908559	-8.35002008965217 -8.35001829500239	-8.23846332101587 -8.93296716600493
OG0010816 -8.43279043334675 -8.43278998908559	-8.35002008945732 -8.35001824153659	-8.23846331746994 -8.93296714623075
OG0010817 -8.43279043334675 -8.43278998908559	-8.35002008945732 -8.35001824153659	-8.23846331746994 -8.93296714623075
OG0010818 -8.43279043203271 -8.43278998908559	-8.35002008965169 -8.35001829500239	-8.37550403096061 -8.37548313271139
OG0010819 -8.43279043334675 -8.43278998908559	-8.35002008945732 -8.35001824153659	-8.23846331746994 -8.93296714623075
OG0010822 -9.12593784984241 -9.12593785282547	-9.04316538702933 -9.04316652933244	-8.93161032851565 -8.93241809389618
OG0010823 -9.81908501361853 -9.81908501249852	-8.77496676527192 -8.77258879916884	-9.62484538570204 -9.62475788115526
OG0010826 -8.43279043334841 -8.43278998908559	-8.35002008945806 -8.35001824153659	-8.23846332105151 -8.93296714623081
OG0010828 -8.43279043203364 -8.43278998908559	-8.35002008965217 -8.35001829500239	-8.23846332101587 -8.93296716600493
OG0010829 -8.43279043203364 -8.43278998908559	-8.35002008965217 -8.35001829500239	-8.3755040309992 -8.37548313271139
OG0010830 -8.43279043203271 -8.43278998908559	-8.35002008965169 -8.35001829500239	-8.23846331809566 -8.93296716600499
OG0010831 -8.43279043203271 -8.43278998908559	-8.35002008965169 -8.35001829500239	-8.37550403096061 -8.37548313271139
OG0010832 -10.0299949721126 -10.029990941404	-9.65800896493691 -9.65800901141372	-9.83838104293931 -9.83840111640775
OG0010838 -8.43279043203271 -8.43278998908559	-8.35002008965169 -8.35001829500239	-8.37550403096061 -8.37548313271139
OG0010840 -8.43279043334675 -8.43278998908559	-8.35002008945732 -8.35001824153659	-8.23846331746994 -8.93296714623075
OG0010842 -8.43279043334761 -8.43278998908559	-8.35002008945764 -8.35001824153659	-8.23846331866763 -8.93296714623088
OG0010844 -8.43279043334675 -8.43278998908559	-8.35002008945732 -8.35001824153659	-8.23846331746994 -8.93296714623075
OG0010845 -8.4327904320335 -8.43278998908559	-8.35002008965211 -8.35001829500239	-8.23846332047877 -8.93296716600492
OG0010847 -9.12593784984241 -9.12593785282547	-9.04316539320749 -9.04316652933244	-8.93161032889698 -8.93241809389618
OG0010848 -8.43279043203204 -8.43278998908559	-8.35002008965146 -8.35001829500239	-8.2384633178364 -8.93296716600486
OG0010849 -8.43279043203271 -8.43278998908559	-8.35002008965169 -8.35001829500239	-8.37550403096061 -8.37548313271139
OG0010853 -8.43279043203204 -8.43278998908559	-8.35002008965146 -8.35001829500239	-8.2384633178364 -8.93296716600486
OG0010855 -9.12593784982286 -9.12593785282547	-9.04316538934694 -9.04316652933244	-8.01798976164602 -8.01865693247102
OG0010858 -8.43279043334675 -8.43278998908559	-8.35002008945732 -8.35001824153659	-8.23846331746994 -8.93296714623075
OG0010859 -8.43279043203204 -8.43278998908559	-8.35002008965146 -8.35001829500239	-8.2384633178364 -8.93296716600486
OG0010860 -8.43279043203204 -8.43278998908559	-8.35002008965146 -8.35001829500239	-8.2384633178364 -8.93296716600486
OG0010862 -8.43279043334675 -8.43278998908559	-8.35002008945732 -8.35001824153659	-8.23846331746994 -8.93296714623075
OG0010864 -8.43279043334841 -8.43278998908559	-8.35002008945806 -8.35001824153659	-8.23846332105151 -8.93296714623081
OG0010865 -8.43279043334675 -8.43278998908559	-8.35002008945732 -8.35001824153659	-8.23846331746994 -8.93296714623075
OG0010869 -9.81908501361603 -9.81908502783629	-9.63457087680396 -9.63456804802044	-8.58530956742894 -8.43890351873048
OG0010870 -8.43279043334675 -8.43278998908559	-8.35002008945732 -8.35001824153659	-8.23846331746994 -8.93296714623075
OG0010873 -8.43279043203271 -8.43278998908559	-8.35002008965169 -8.35001829500239	-8.23846331809566 -8.93296716600499
OG0010874 -8.4327904320335 -8.43278998908559	-8.35002008965211 -8.35001829500239	-8.23846332047877 -8.93296716600492
OG0010876 -8.43279043334748 -8.43278998908559	-8.35002008945759 -8.35001824153659	-8.23846331813129 -8.93296714623087
OG0010879 -9.12593784984241 -9.12593785282547	-9.04316539320749 -9.04316652933244	-8.93161032889698 -8.93241809389618
OG0010882 -8.43279043203271 -8.43278998908559	-8.35002008965169 -8.35001829500239	-8.23846331809566 -8.93296716600499
OG0010884 -8.43279043203271 -8.43278998908559	-8.35002008965169 -8.35001829500239	-8.23846331809566 -8.93296716600499
OG0010885 -9.12593784984241 -9.12593785282547	-9.04316539320749 -9.04316652933244	-8.93161032889698 -8.93241809389618
OG0010889 -8.43279043203284 -8.43278998908559	-8.35002008965174 -8.35001829500239	-8.37550403096952 -8.37548313271139
OG0010890 -8.43279043203204 -8.43278998908559	-8.35002008965146 -8.35001829500239	-8.2384633178364 -8.93296716600486
OG0010891 -8.43279043203284 -8.43278998908559	-8.35002008965174 -8.35001829500239	-8.37550403096952 -8.37548313271139
OG0010894 -8.43279043334675 -8.43278998908559	-8.35002008945732 -8.35001824153659	-8.23846331746994 -8.93296714623075
OG0010897 -8.43279043334841 -8.43278998908559	-8.35002008945806 -8.35001824153659	-8.23846332105151 -8.93296714623081
OG0010902 -8.43279043203284 -8.43278998908559	-8.35002008965174 -8.35001829500239	-8.37550403096952 -8.37548313271139
OG0010903 -8.43279043203284 -8.43278998908559	-8.35002008965174 -8.35001829500239	-8.37550403096952 -8.37548313271139
OG0010906 -8.43279043203271 -8.43278998908559	-8.35002008965169 -8.35001829500239	-8.37550403096061 -8.37548313271139
OG0010907 -9.12593784984241 -9.12593785282547	-9.04316540488259 -9.04316652933244	-8.93161032985221 -8.93241809389618
OG0010908 -8.43279043203204 -8.43278998908559	-8.35002008965146 -8.35001829500239	-8.2384633178364 -8.93296716600486
OG0010909 -9.12593784984241 -9.12593785282547	-9.04316538935608 -9.04316652933244	-8.9316103286793 -8.93241809389618
OG0010910 -8.43279043203271 -8.43278998908559	-8.35002008965169 -8.35001829500239	-8.23846331809566 -8.93296716600499
OG0010913 -8.43279043334675 -8.43278998908559	-8.35002008945732 -8.35001824153659	-8.23846331746994 -8.93296714623075
